created_at,user_id,session_id,device_id,attempt_index,char_id,response_time,press_duration,retry_count,prev_accuracy,prev_mastery,hint_count,session_number,difficulty_level,time_since_last_practice,prev_confidence,current_streak,wrong_streak,prev_mistakes,teaching_action,confidence_state,expected_pattern,entered_pattern,is_correct,press_order,source,is_synthetic,spec_version,braille_map_verified
2026-07-31T04:35:42.853+00:00,P03,93bacdbb-3c51-42e2-994d-fb83a81cf36d,dev_ofsotz1n,9,6,1201.20000004768,166.824999988079,1,0,0,0,3,1,4.792,1,1,0,1,2,1,23,23,True,"[1,2,3,5]",web,False,1,True
2026-07-31T04:35:48.857+00:00,P03,93bacdbb-3c51-42e2-994d-fb83a81cf36d,dev_ofsotz1n,10,5,1208.20000004768,86.6750000119209,0,0,0,0,3,1,19.251,2,1,0,3,2,0,51,51,True,"[1,2,5,6]",web,False,1,True
2026-07-31T04:35:52.111+00:00,P03,93bacdbb-3c51-42e2-994d-fb83a81cf36d,dev_ofsotz1n,11,10,418.899999976158,80.0999999841054,0,0,0,0,3,1,604800,1,1,0,0,2,0,42,42,True,"[4,2,6]",web,False,1,True
2026-07-31T04:35:55.63+00:00,P03,93bacdbb-3c51-42e2-994d-fb83a81cf36d,dev_ofsotz1n,12,3,683.600000023842,77.6999999880791,0,1,0.25,0,3,1,42.268,0,2,0,0,2,0,20,20,True,"[5,3]",web,False,1,True
2026-07-31T04:35:59.275+00:00,P03,93bacdbb-3c51-42e2-994d-fb83a81cf36d,dev_ofsotz1n,13,4,106.199999928474,64.8666667143504,0,0,0,0,3,1,604800,1,1,0,0,2,0,37,37,True,"[1,3,6]",web,False,1,True
2026-07-31T04:36:04.062+00:00,P03,93bacdbb-3c51-42e2-994d-fb83a81cf36d,dev_ofsotz1n,14,7,2454,78.25,0,1,0.25,0,3,1,722.657,1,2,0,0,2,0,17,17,True,"[1,5]",web,False,1,True
2026-07-31T04:36:07.286+00:00,P03,93bacdbb-3c51-42e2-994d-fb83a81cf36d,dev_ofsotz1n,15,2,365.400000095367,98.9499999880791,0,1,0.25,0,3,1,50.518,0,2,0,0,2,0,10,10,True,"[4,2]",web,False,1,True
2026-07-31T04:36:10.999+00:00,P03,93bacdbb-3c51-42e2-994d-fb83a81cf36d,dev_ofsotz1n,16,10,1060.59999990463,94.7000000079473,0,1,0.25,0,3,1,18.888,0,2,0,0,2,0,42,42,True,"[4,2,6]",web,False,1,True
2026-07-31T04:36:15.228+00:00,P03,93bacdbb-3c51-42e2-994d-fb83a81cf36d,dev_ofsotz1n,17,4,972.399999976158,93.7000000079473,0,1,0.25,0,3,1,15.953,0,2,0,0,2,0,37,37,True,"[1,3,6]",web,False,1,True
2026-07-31T04:36:19.162+00:00,P03,93bacdbb-3c51-42e2-994d-fb83a81cf36d,dev_ofsotz1n,18,9,1355.30000007153,76.9333332777023,0,1,0.25,0,3,1,69.2,1,2,0,0,2,0,21,21,True,"[1,5,3]",web,False,1,True
2026-07-31T04:36:23.914+00:00,P03,93bacdbb-3c51-42e2-994d-fb83a81cf36d,dev_ofsotz1n,19,4,1424,64.5666666428248,0,1,0.4375,0,3,1,8.686,0,3,0,0,2,0,37,37,True,"[1,3,6]",web,False,1,True
2026-07-31T10:35:54.074+00:00,P01,6a3f63fb-ff0a-4f9f-afa4-92acba9611bd,dev_7cfsmtct,0,48,14514.900000006,137.20000000298,0,0,0,1,3,1,604800,1,1,0,0,2,2,6,6,True,"[2,3]",web,False,1,False
2026-07-31T10:36:19.601+00:00,P01,6a3f63fb-ff0a-4f9f-afa4-92acba9611bd,dev_7cfsmtct,1,5,19518.400000006,112.000000009934,0,0,0,0,3,1,604800,1,0,1,0,0,2,51,22,False,"[2,5,3]",web,False,1,True
2026-07-31T10:36:24.721+00:00,P01,6a3f63fb-ff0a-4f9f-afa4-92acba9611bd,dev_7cfsmtct,2,5,1263.80000001192,101.26666667064,1,0,0,0,3,1,5.12,2,0,2,1,0,1,51,38,False,"[2,3,6]",web,False,1,True
2026-07-31T10:36:28.046+00:00,P01,6a3f63fb-ff0a-4f9f-afa4-92acba9611bd,dev_7cfsmtct,3,5,369.5,106.40000000596,2,0,0,0,3,1,3.325,1,0,3,2,2,2,51,34,False,"[2,6]",web,False,1,True
2026-07-31T10:36:36.357+00:00,P01,6a3f63fb-ff0a-4f9f-afa4-92acba9611bd,dev_7cfsmtct,4,9,0,124.250000014901,0,1,0.4375,0,3,1,48831.406,2,0,1,0,0,1,21,34,False,"[2,6]",web,False,1,True
2026-07-31T10:36:45.045+00:00,P01,6a3f63fb-ff0a-4f9f-afa4-92acba9611bd,dev_7cfsmtct,5,9,4243.29999998212,95.4666666686535,1,0.666666666666667,0.284375,1,3,1,8.689,1,1,0,1,2,1,21,21,True,"[1,3,5]",web,False,1,True
2026-07-31T17:04:27.971+00:00,P04,d6e29d91-8c24-43ff-bea2-ce5150a11769,dev_7cfsmtct,0,38,129673.900000006,151.70000000298,0,0,0,3,1,1,604800,1,0,1,0,0,2,7,3,False,"[1,2]",web,False,1,False
2026-09-17T07:16:12.774+00:00,P01,353e2952-bfbc-4abf-94ee-3576ebda0cb1,dev_hg2kictb,0,39,8087.20000000298,231.699999998013,0,0,0,0,4,1,604800,1,0,1,0,0,2,41,25,False,"[1,4,5]",web,False,2,False
2026-09-17T07:16:19.487+00:00,P01,353e2952-bfbc-4abf-94ee-3576ebda0cb1,dev_hg2kictb,1,39,4905.5,216.34999999404,1,0,0,0,4,1,6.714,2,0,2,1,1,1,41,9,False,"[1,4]",web,False,2,False
2026-09-17T07:16:35.593+00:00,P01,353e2952-bfbc-4abf-94ee-3576ebda0cb1,dev_hg2kictb,2,39,14298.5,224.166666666667,2,0,0,2,4,1,16.106,1,0,3,2,1,2,41,52,False,"[6,5,3]",web,False,2,False
2026-09-17T07:16:46.464+00:00,P01,353e2952-bfbc-4abf-94ee-3576ebda0cb1,dev_hg2kictb,3,39,9056,219.93333333234,3,0,0,3,4,1,10.871,2,1,0,3,2,2,41,41,True,"[1,4,6]",web,False,2,False
2026-09-17T07:17:05.794+00:00,P01,353e2952-bfbc-4abf-94ee-3576ebda0cb1,dev_hg2kictb,4,4,16748.900000006,243.033333326379,0,0,0,1,4,1,604800,1,0,1,0,0,2,37,14,False,"[4,2,3]",web,False,2,True
2026-09-17T07:17:13.805+00:00,P01,353e2952-bfbc-4abf-94ee-3576ebda0cb1,dev_hg2kictb,5,4,6199.80000001192,263.20000000298,1,0,0,1,4,1,8.011,2,0,2,1,1,2,37,28,False,"[3,4,5]",web,False,2,True
2026-09-17T07:17:18.925+00:00,P01,353e2952-bfbc-4abf-94ee-3576ebda0cb1,dev_hg2kictb,6,4,3315.29999999702,225.70000000298,2,0,0,2,4,1,5.12,2,0,3,2,1,2,37,4,False,[3],web,False,2,True
2026-09-17T07:17:28.009+00:00,P01,353e2952-bfbc-4abf-94ee-3576ebda0cb1,dev_hg2kictb,7,4,7273.20000000298,215.600000003974,3,0,0,3,4,1,9.084,2,1,0,3,2,2,37,37,True,"[3,6,1]",web,False,2,True
2026-09-17T08:55:03.036+00:00,P01,1e4fdaf0-48a4-418c-9149-aec1dfa07b44,dev_h8vfnf5f,0,43,19955.299999997,104.420000004768,0,0,0,0,5,1,604800,1,1,0,0,2,2,59,59,True,"[1,2,4,5,6]",web,False,2,False
